Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Artwork frame material (product.metafields.shopify.artwork-frame-material),Coffee/Tea set pieces included (product.metafields.shopify.coffee-tea-set-pieces-included),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Desk organizer features (product.metafields.shopify.desk-organizer-features),Display sign design (product.metafields.shopify.display-sign-design),Display technology (product.metafields.shopify.display-technology),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Mounting hardware (product.metafields.shopify.mounting-hardware),Portability (product.metafields.shopify.portability),Shape (product.metafields.shopify.shape),Stationery binding type (product.metafields.shopify.stationery-binding-type),Suitable space (product.metafields.shopify.suitable-space),Theme (product.metafields.shopify.theme),Vase shape (product.metafields.shopify.vase-shape),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487204490_1035750465392446_918382681386453424_n.jpg?v=1757312726,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487836332_1038508508449975_5872619017571747062_n.jpg?v=1757312726,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/513968686_1103038748663617_1622181439128614859_n.jpg?v=1757312725,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/472173863_1022464606565434_2622794875242007681_n_39546088-6c82-4334-83a1-fd8c2ab25bae.jpg?v=1757312826,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/480699402_1003434125290747_7557494441564187219_n.jpg?v=1757312827,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485614328_1030783459222480_3562890938395596179_n_1b4598b5-4f14-498b-9998-f5ab48664d49.jpg?v=1757312828,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486778109_1034846348816191_6243672617343131721_n.jpg?v=1757312827,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487329392_1035173925450100_3872692547442376506_n.jpg?v=1757312826,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489028162_1043098947990931_5526281224291569953_n.jpg?v=1757312826,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489649555_1043099044657588_6610396999572491213_n.jpg?v=1757312833,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/490020031_1043098931324266_5381171715362160166_n.jpg?v=1757312826,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/493275268_1059532156347610_839644715224464114_n.jpg?v=1757312827,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wedding-exclusive-both-side-vip-package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/493289932_1059534446347381_4419780358672922706_n.jpg?v=1757312827,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,Economy Premium,"<p><strong><img>Standard Single-Side Photography &amp; Cinematography Package A value-packed option for essential wedding coverage, this package includes single-side photography and cinematography with one professional photographer and one cinematographer. Ideal for capturing key rituals and moments with clarity<br><br></strong></p>
<h1 data-end=""225"" data-start=""155"">✨💍 <strong data-end=""219"" data-start=""161"">Economy Standard Wedding Photography Package – ₹50,000</strong> ✨📸</h1>
<p data-end=""413"" data-start=""227"">Preserve your most cherished memories with our <strong data-end=""322"" data-start=""274"">Economy Standard Wedding Photography Package</strong>, thoughtfully designed to deliver <strong data-end=""410"" data-start=""357"">beautiful wedding coverage at an affordable price</strong>.</p>
<hr data-end=""418"" data-start=""415"">
<h2 data-end=""448"" data-start=""420"">📅 <strong data-end=""446"" data-start=""426"">Coverage Details</strong>
</h2>
<ul data-end=""568"" data-start=""449"">
<li data-end=""568"" data-start=""449"">
<p data-end=""568"" data-start=""451"">🕊️ <strong data-end=""484"" data-start=""455"">Wedding Coverage (3 Days)</strong> – Complete documentation of your special celebrations over three consecutive days</p>
</li>
</ul>
<hr data-end=""573"" data-start=""570"">
<h2 data-end=""603"" data-start=""575"">👥 <strong data-end=""601"" data-start=""581"">Team &amp; Equipment</strong>
</h2>
<ul data-end=""770"" data-start=""604"">
<li data-end=""642"" data-start=""604"">
<p data-end=""642"" data-start=""606"">📸 <strong data-end=""640"" data-start=""609"">1 Professional Photographer</strong></p>
</li>
<li data-end=""684"" data-start=""643"">
<p data-end=""684"" data-start=""645"">🎥 <strong data-end=""682"" data-start=""648"">1 Professional Cinematographer</strong></p>
</li>
<li data-end=""770"" data-start=""685"">
<p data-end=""770"" data-start=""687"">🚁 <strong data-end=""708"" data-start=""690"">Drone Coverage</strong> available at additional cost (in permitted open areas only)</p>
</li>
</ul>
<hr data-end=""775"" data-start=""772"">
<h2 data-end=""801"" data-start=""777"">🎁 <strong data-end=""799"" data-start=""783"">Deliverables</strong>
</h2>
<ul data-end=""1026"" data-start=""802"">
<li data-end=""868"" data-start=""802"">
<p data-end=""868"" data-start=""804"">📖 <strong data-end=""827"" data-start=""807"">1 Standard Album</strong> with waterproof, premium-quality pages</p>
</li>
<li data-end=""933"" data-start=""869"">
<p data-end=""933"" data-start=""871"">🖼️ <strong data-end=""896"" data-start=""875"">120 Edited Photos</strong> (selected from your chosen images)</p>
</li>
<li data-end=""967"" data-start=""934"">
<p data-end=""967"" data-start=""936"">💾 <strong data-end=""965"" data-start=""939"">120 Edited Soft Copies</strong></p>
</li>
<li data-end=""1026"" data-start=""968"">
<p data-end=""1026"" data-start=""970"">🎬 <strong data-end=""995"" data-start=""973"">Full Wedding Video</strong> (up to 45 minutes in length)</p>
</li>
</ul>
<hr data-end=""1031"" data-start=""1028"">
<h2 data-end=""1067"" data-start=""1033"">ℹ️ <strong data-end=""1065"" data-start=""1039"">Additional Information</strong>
</h2>
<ul data-end=""1308"" data-start=""1068"">
<li data-end=""1153"" data-start=""1068"">
<p data-end=""1153"" data-start=""1070"">💌 <strong data-end=""1099"" data-start=""1073"">Static Invitation Card</strong>: 1 included (Customization available at extra cost)</p>
</li>
<li data-end=""1190"" data-start=""1154"">
<p data-end=""1190"" data-start=""1156"">❌ <strong data-end=""1174"" data-start=""1158"">Teaser Video</strong>: Not included</p>
</li>
<li data-end=""1232"" data-start=""1191"">
<p data-end=""1232"" data-start=""1193"">❌ <strong data-end=""1216"" data-start=""1195"">Pre-Wedding Shoot</strong>: Not included</p>
</li>
<li data-end=""1308"" data-start=""1233"">
<p data-end=""1308"" data-start=""1235"">⏳ <strong data-end=""1258"" data-start=""1237"">Delivery Timeline</strong>: Within 45 days from photo selection submission</p>
</li>
</ul>
<hr data-end=""1313"" data-start=""1310"">
<p data-end=""1441"" data-start=""1315"">✨ <em data-end=""1437"" data-start=""1317"">A perfect balance of <strong data-end=""1366"" data-start=""1339"">quality &amp; affordability</strong>, ensuring your wedding memories are preserved with care and elegance.</em> ✨</p>
<hr data-end=""1446"" data-start=""1443"">
<h2 data-end=""1474"" data-start=""1448"">📝 <strong data-end=""1472"" data-start=""1454"">Booking Policy</strong>
</h2>
<p data-end=""1598"" data-start=""1475"">To block the date, a <strong data-end=""1519"" data-start=""1496"">20% advance payment</strong> is required at the time of booking.<br data-end=""1558"" data-start=""1555"">⚠️ This advance is <strong data-end=""1595"" data-start=""1577"">non-refundable</strong>.</p>
<p><strong><br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Wedding packages,,True,Title,Default Title,,,,,,,,,0.0,,0.0,deny,manual,49999.0,54999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/EconomyPremium-SingleSide.jpg?v=1757313513,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/471476437_1014804213998140_8723343019522501584_n.jpg?v=1757313667,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/472408123_1022490729896155_2080725789814934505_n.jpg?v=1757313667,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/481272302_1011559301144896_778957481211908045_n.jpg?v=1757313667,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485951868_1028233672810792_4564807450452338853_n.jpg?v=1757313667,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487949035_1038531535114339_5301121531919592700_n.jpg?v=1757313667,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/488008151_1038531531781006_8388093143646238465_n.jpg?v=1757313667,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
economy-premium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/539791847_1149236797377145_3404256379711786222_n.jpg?v=1757313667,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,Standard combo smart,"<p><strong>Single Side Premium Wedding Package: Includes expert photography &amp; cinematic videography, candid moments, crystal edits, full event coverage, and a beautiful wedding trailer. Perfect for capturing your special day in timeless style.<br><br></strong></p>
<h1 data-start=""142"" data-end=""197"">✨💍 <strong data-start=""148"" data-end=""190"">Standard Combo Smart Package – ₹70,000</strong> 📸🎥</h1>
<p data-start=""199"" data-end=""399"">Capture your wedding memories in <strong data-start=""232"" data-end=""254"">style and elegance</strong> with our <strong data-start=""264"" data-end=""309"">value-packed Standard Combo Smart Package</strong>. Perfect for couples who seek a <strong data-start=""342"" data-end=""389"">professional, creative, and budget-friendly</strong> option.</p>
<hr data-start=""401"" data-end=""404"">
<h2 data-start=""406"" data-end=""436"">🌟 <strong data-start=""412"" data-end=""434"">Package Highlights</strong>
</h2>
<ul data-start=""437"" data-end=""691"">
<li data-start=""437"" data-end=""526"">
<p data-start=""439"" data-end=""526"">💑 <strong data-start=""442"" data-end=""463"">Pre-Wedding Shoot</strong>: 1-day photo &amp; video shoot at <strong data-start=""494"" data-end=""524"">3 iconic Kolkata locations</strong></p>
</li>
<li data-start=""527"" data-end=""608"">
<p data-start=""529"" data-end=""608"">🚁 <strong data-start=""532"" data-end=""550"">Drone Coverage</strong>: Available at extra cost (in permitted open areas only)</p>
</li>
<li data-start=""609"" data-end=""691"">
<p data-start=""611"" data-end=""691"">💌 <strong data-start=""614"" data-end=""633"">Invitation Card</strong>: 1 static card included (<em data-start=""659"" data-end=""688"">customization at extra cost</em>)</p>
</li>
</ul>
<hr data-start=""693"" data-end=""696"">
<h2 data-start=""698"" data-end=""726"">📅 <strong data-start=""704"" data-end=""724"">Wedding Coverage</strong>
</h2>
<ul data-start=""727"" data-end=""835"">
<li data-start=""727"" data-end=""769"">
<p data-start=""729"" data-end=""769"">🎉 <strong data-start=""732"" data-end=""755"">4 Full Wedding Days</strong> of coverage</p>
</li>
<li data-start=""770"" data-end=""835"">
<p data-start=""772"" data-end=""835"">👥 <strong data-start=""775"" data-end=""783"">Team</strong>: 2 Professional Photographers + 1 Cinematographer</p>
</li>
</ul>
<hr data-start=""837"" data-end=""840"">
<h2 data-start=""842"" data-end=""866"">🎁 <strong data-start=""848"" data-end=""864"">Deliverables</strong>
</h2>
<ul data-start=""867"" data-end=""1091"">
<li data-start=""867"" data-end=""932"">
<p data-start=""869"" data-end=""932"">📖 <strong data-start=""872"" data-end=""899"">1 Premium Canvera Album</strong> (200 photos, waterproof pages)</p>
</li>
<li data-start=""933"" data-end=""967"">
<p data-start=""935"" data-end=""967"">🖼️ <strong data-start=""939"" data-end=""965"">200 Edited Soft Copies</strong></p>
</li>
<li data-start=""968"" data-end=""1015"">
<p data-start=""970"" data-end=""1015"">🎬 <strong data-start=""973"" data-end=""994"">Full Wedding Film</strong> (up to 45 minutes)</p>
</li>
<li data-start=""1016"" data-end=""1053"">
<p data-start=""1018"" data-end=""1053"">✨ <strong data-start=""1020"" data-end=""1040"">Highlight Teaser</strong> (1–3 mins)</p>
</li>
<li data-start=""1054"" data-end=""1091"">
<p data-start=""1056"" data-end=""1091"">📲 <strong data-start=""1059"" data-end=""1089"">3 Instagram/Facebook Reels</strong></p>
</li>
</ul>
<hr data-start=""1093"" data-end=""1096"">
<h2 data-start=""1098"" data-end=""1126"">⏳ <strong data-start=""1103"" data-end=""1124"">Delivery Timeline</strong>
</h2>
<ul data-start=""1127"" data-end=""1206"">
<li data-start=""1127"" data-end=""1206"">
<p data-start=""1129"" data-end=""1206"">✅ Final output delivered <strong data-start=""1154"" data-end=""1172"">within 45 days</strong> from photo selection submission</p>
</li>
</ul>
<hr data-start=""1208"" data-end=""1211"">
<p data-start=""1213"" data-end=""1336"">✨ <em data-start=""1215"" data-end=""1332"">A perfect blend of <strong data-start=""1235"" data-end=""1277"">quality, creativity, and affordability</strong> — designed for couples who want both style and value.</em> ✨</p>
<hr data-start=""1338"" data-end=""1341"">
<h2 data-start=""1343"" data-end=""1369"">📝 <strong data-start=""1349"" data-end=""1367"">Booking Policy</strong>
</h2>
<ul data-start=""1370"" data-end=""1477"">
<li data-start=""1370"" data-end=""1477"">
<p data-start=""1372"" data-end=""1477"">🔒 To secure your date, a <strong data-start=""1398"" data-end=""1421"">20% advance payment</strong> is required.<br data-start=""1434"" data-end=""1437"">⚠️ This advance is <strong data-start=""1456"" data-end=""1474"">non-refundable</strong>.</p>
</li>
</ul>
<p><strong><br></strong></p>",Wedding Capital,Cameras & Optics > Photography,Wedding packages,,True,Title,Default Title,,,,,,,,,0.0,,0.0,deny,manual,69999.0,84999.0,True,False,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/StandardcomboSmart-65000.jpg?v=1757314667,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/471258639_1013403517471543_6880250730660901180_n.jpg?v=1757314748,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484983867_1027987882835371_5271712190431052955_n.jpg?v=1757314748,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485382381_1027987816168711_7343921141467335404_n.jpg?v=1757314748,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487215189_1035750358725790_7390237837508044898_n.jpg?v=1757314748,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487301952_1037544601879699_3628389287959671391_n.jpg?v=1757314748,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/488537457_1039995688301257_2378051907591938918_n.jpg?v=1757314748,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489565793_1045437381090421_5511166836510078673_n.jpg?v=1757314748,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/489898435_1045436094423883_1056366042947499287_n.jpg?v=1757314748,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/491926846_1052314290402730_8442830233174046061_n.jpg?v=1757314748,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/492347650_1056267960007363_937474606442472816_n.jpg?v=1757314748,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/492816290_1056267853340707_4509224430793772627_n.jpg?v=1757314749,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/480482675_1003435138623979_3952443740228276699_n.jpg?v=1757314814,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484065756_1025362386431254_951846095470148936_n_9ba78e04-3901-4354-b09b-6e9c412ae2b6.jpg?v=1757314813,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484638075_1025747063059453_2946717692941127282_n.jpg?v=1757314814,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484872445_1024572809843545_6113769904127617320_n.jpg?v=1757314814,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/484951791_1025237806443712_2240219711247793336_n.jpg?v=1757314815,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485143853_1025311196436373_9060573298052325840_n.jpg?v=1757314814,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485156408_1026611322973027_6088037450929855552_n.jpg?v=1757314814,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485403003_1027987616168731_829546308978188074_n.jpg?v=1757314814,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/485620917_1026609346306558_3202274525068897588_n.jpg?v=1757314814,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/486476048_1031124792521680_576907357980140806_n.jpg?v=1757314814,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
standard-combo-smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0666/8609/1366/files/487858418_1035063708794455_5874278492568389207_n.jpg?v=1757314814,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
